date,id,link,local,text,title
 24/04/17 às 14h44,ID: 25735621,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/descaso-e-sem-canal-eficiente-para-comunicacao-com-o-acidentado_VJx_erI6xcoNkgFT/, São Paulo - SP,Dia 10/04 estava descendo a Avenida do Cursino quando um ônibus invadiu a contramão para ultrapassar outro ônibus e atingiu meu carro. Bati a cabeça e fui resgatada pelos bombeiros. O carro deu perda total e a empresa sequer informou o número da seguradora. Tentei ligar várias vezes para entrar em contato mas sem sucesso. Descaso absoluto.,Descaso e sem canal eficiente para comunicação com o acidentado
 24/04/17 às 13h12,ID: 25732243,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/cartao-bom-passe-livre_XmXLSUwIp2HxpQlX/, Taboão da Serra - SP,"boa tarde.Possuo o cartão Bom passe Livre do estudante,não tem nem um mês de uso,tenho direito a 48 viagens,fiquei alguns dias sem usar,quando voltei passei no onibus deu Saldo insuficiente.Não tem como não ter saldo sem usar o cartão.Não tenho condições de pagar o onibus todos os dias,fiz o maior procedimento para o requerimento deste cartão para menos de um mes de uso ja dar problema.",Cartão Bom Passe Livre
 23/04/17 às 23h01,ID: 25720487,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/problemas-na-revalidacao-do-passe-escolar_Gx2r_d21JQ9SuHQP/, Santo André - SP,"A ESCOLA QUANDO ENTROU NO SISTEMA PARA REVALIDAR, O FEZ COM O ENDEREÇO ANTIGO QUE EU MORAVA RUA NORUEGA, 77. QUANDO FUI PREENCHER OS DADOS DIZIA QUE NÃO TINHA COMO VOLTAR PARA CORRIGIR, FIZ OS PROCEDIMENTOS LEGAIS E POSTEI O COMPROVANTE DO MEU NOVO ENDEREÇO RUA ORATÓRIO,646A BANGU SANTO ANDRÉ - O PRÓPRIO SITE LIBEROU O PAGAMENTO DA REVALIDAÇÃO QUE FIZ NO DIA 10/03/2017... DIZENDO QUE LIBERARIA COMPRA APÓS 17/03. QUANDO FUI COLOCAR CREDITO NO CARTÃO A ATENDENTE DISSE QUE NÃO ESTAVA REVALIDADO, AQUI CONSTA PROBLEMAS COM O COMPROVANTE DE ENDEREÇO... CARTÃO 31.06.00490029-7EU MUDEI-ME DE RESIDENCIA PORTANTO TENHO COMPROVANTE DE ONDE MOR, NÃO MAIS DA ANTIGA CASA.",PROBLEMAS NA REVALIDAÇÃO DO PASSE ESCOLAR
 21/04/17 às 13h01,ID: 25694133,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/linha-124-jd-santo-eduardo_xE-XzXOvQoUsOodt/, São Paulo - SP,"A maioria dos motoristas da linha 124 - Jd. Santo Eduardo, tem o costume de passar por fora e não parar no ponto da Estrada do Campo Limpo, altura do 5885, mais precisamente, dois pontos depois do Extra Taboão.É uma das passagens mais caras, tem pouco ônibus na linha e por isto demora horrores e ainda tem os motoristas que não param pra pegar passageiro?? É um absurdo!!!Ou a empresa não dá treinamento correto para os motoristas, ou tem alguns que realmente deveriam estar em outro emprego.É uma falta de respeito com o cidadão que paga seus impostos em dia e que ainda tem que pagar uma condução tão cara quanto esta.",Linha 124 - Jd. Santo Eduardo
 21/04/17 às 11h51,ID: 25693205,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/documentos-reprovados_omkHTB8wZac-Gl0i/, Guarulhos - SP,"Olá, estou aqui para fazer uma reclamação pois enviei os documentos pedido para revalidar o Passe Livre e há dois documentos sendo reprovados,cujo seria a DECLARAÇÃO DE RENDIMENTO do meu pai e da minha mãe ,mas já enviei de todas as maneiras possíveis e estou tentando desde a data do dia 09/03/2017. Já liguei na central mas ninguém me atende  e eu desejo respostas,porque eu estou pagando do meu bolso e já não aguento mais. O numero do meu cartão é 31.06.00566124-5,desde já agradeço pois em todos os momentos fala que isso só se resolve pelo site mas infelizmente não vi outra maneira a não ser reclamar!",Documentos Reprovados
 20/04/17 às 16h00,ID: 25681261,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/linha-826-poa-terminal-rodoviario-pedro-fava-cidade-kemel-guarulhos_sIe9IrmJgxYwZIij/, Itaquaquecetuba - SP,"Infelizmente a linha 826 - Cidade Kemel x Guarulhos, não cumpre os horários , principalmente no trecho Guarulhos x Poa Kemel, as vezes fico até 45 minutos aguardando e quando chegam ou não param, por estarem superlotados no qual acabo entendendo a parte do motorista , mas acabo me aborrecendo, pois sei que é meu direto e corro o risco  no local , por não conseguir embarcar. É desagradável essa situação, pois a passagem aumentou e não vemos melhoria nessa linha. utilizo a mesma há 6 anos .Por exemplo entre as 18:15 e 18:55 no máximo 2 ônibus e superlotados.As vezes vemos até o fiscal da linha dormindo no ônibus com a maior tranquilidade, pessoas idosas e crianças em pé.chega de monopólio ou coloca mais ônibus na linha ou dá espaço a outras empresa.","Linha: 826, POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL) GUARULHOS (CENTRO) VIA TERMINAL METROPOLITANO CECAP ..."
 20/04/17 às 11h37,ID: 25673533,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/descaso_X3UqqnAy905ERyhP/, Ferraz de Vasconcelos - SP,"Estou tentando revalidar meu cartão Bom desde Fevereiro e até agora nada, eles pedem comprovante de endereço eu envio eles aprovam a emissão, pedem carta de baixa renda eu envio eles aprovam a emissão, pede foto das páginas dá carteira de trabalho eu envio eles aprovam a emissão e reprovam o comprovante de endereço, eu reenvio o comprovante de endereço ele aprovam e reprovam a carta de baixa renda, eu reenvio eles reprovam a carteira de trabalho é assim por diante. Agora está pedindo pra eu enviar a carta de declaração de baixa renda e incluir uma pessoa com renda mesmo q seja autônomo, eu não tenho ninguém pra incluir e vizinho nenhum vai me dar os dados pra eu incluir a renda deles no meu cadastro dá EMTU, eu sou bolsista no Senac Tiradentes, posso reprovar por falta e perder minha bolsa, não tenho mais de onde pegar dinheiro emprestado pra ir pro curso, só acho q eles(EMTU)DEVERIAM ter um ponto de atendimento onde as pessoas como eu possa ir entregar as documentações q eles solicitam, pois não tenho com[Editado pelo Reclame Aqui]dor em casa e existe muitas pessoas na mesma situação que a minha, tem q ficar pedindo favor pra alguém pra enviar as coisas pra eles(EMTU) e eles ficar recusando sempre, não tenho mais de onde enviar, imprimir e nem escanear o q eles tanto pedem, hora aprovam, hora reprovam, corro o risco de perder minha bolsa por culpa dá EMTU, pelo descaso deles com a minha pessoa.",Descaso
 19/04/17 às 23h28,ID: 25665539,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/passe-livre_DAnJrmdjvEAX40Da/, Itapevi - SP,Eu estou tentando revalidar o meu passe livre...mas sempre que mando os documentos eles fala que foi reprovado por algum motivo.o problema e que estou ligando la para tirar duvidas do que estar errado mas o telefone so chama e ninguém atende.pior que ja paguei o formulário 2 vezes.,Passe livre
 19/04/17 às 18h32,ID: 25659569,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/problemas-com-a-liberacoes-passagem-gratuito_ALWblDbUX2MNQDJ4/, São Paulo - SP,"Venho me comunicar a reclameaqui q estou com problema com EMTU,já mandei vários documento pra EMTU e eles sempre recursas as minhas documentação q eles pede a declaração de renda ,já gastei muito dinheiro com a lan house para poder mandar as documentação, para poder libera o passe livre gratuito,por favor reclameaqui me ajuda,a EMTU estar me enganando falando q a declaração de renda feito pro próprio punho ,precisa mandar de novo ,já mandei 4 vezes e não aceita ???",Problemas com a liberações passagem gratuito
 19/04/17 às 14h50,ID: 25652937,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/emtu-segregacao-contra-os-estudantes_hKK84QcPHS31QFxE/, Diadema - SP,"Bem desde 23 de fevereiro estou tentando revalidar o meu passe escolar , sou uma estudante universitária, desempregada é beneficiária do programa do governo FIES.  A minha faculdade nove de julho fez todo o procedimento que cabe a está empresa de transporte emtu, que foi enviar os meus dados e informá-los que sou uma estudante FiES. Enviei minha documentação no dia 23/02 para eles sobre 0 formulário 4712274 onde eles indeferiram alegando q documentação não estava legível. Enviei novamente em março fizeram a mesma coisa, e por fim enviem novamente dia 07/04/2017 formulário 4777856. Foi consultar hj como andava a solicitação ela desapareceu e está pedindo que eu cadastre tudo novamente ou seja eles indeferiram novamente , e tem mais o meu nome está errado qdo coloco o meu cpf.  Hj eu fui ao PROCON da minha cidade e fui obrigado a ouvir do funcionário que por se tratar de um órgão do governo o PROCON não abre demanda ( LEMBRANDO QUE O GOVERNO SENHORES DO PROCON DE DIADEMA SÃO PRESTADORES DE SERVIÇO TBM) e se enquadram no código de defesa do consumidor.  O problema maior é que para manter minha presença em sala de aula eu tenho que caminhar até a divisa de diadema com São Paulo para pegar ônibus com meu passe livre de SPTrans e para voltar por muito tarde eu estou pagando 4,30 todos os dias. Agora meu dinheiro está abacabando tenho como pagar até segunda da semana que vem segunda dia 24/04 dia que eu tenho uma prova , e na quarta quinta e sexta tbm tenho provas e não vou ter passagem . Agora emtu eu vou ter que perder minhas provas por causa de vocês por está enrolando a revalidaçao do meu passe livre ?  E outra eu vou querer reembolso de todos esse dias que estou pagando 4,30, já que sou um estudante não moro no mesmo município q minha faculdade , estudante do fies onde lei 15.692 de 19/02/2015 que me garante este benefício. Eu quero repaudo do meu passe livre eu já enviei mais de uma vezes minha documentação e muito legíveis a vocês emtu.  Tem mais os estudante que tem passe livre ou pagam metade da passagem é obrigado a passarem em uma única catraca, onde o funcionário tem que liberar a catraca para passarmos, isto forma uma fila enorme de estudante e por muitas vezes acabamos perdendo o ônibus é claro a redução dos ônibus nestes horário da volta dos estudantes para casa , a falta de filas nos terminais de deiadema, São Bernardo , e São Mateus, onde as pessoas viram verdadeiros animais para subir no ônibus, levando as pessoas a se machucarem como eu em que o motorista prendeu meu braço na porta do terminal piraporinha.",Emtu segregação contra os estudantes
 19/04/17 às 13h54,ID: 25651041,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/indignacao_7RJimFI-0-4_6iVo/, Mauá - SP,Bom direto ao ponto onibus em pessimas condições Um verdaderiro [Editado pelo Reclame Aqui] contra os passageiros e pedestres outros veículos que estão sujeitos a acidentes de trânsito e outrosOs pneus do onibus não existem mais condições de estar rodando a muito tempo .Gostaria de providências Isso poe em risco vidas Nao é admissível isso,Indignação
 19/04/17 às 11h57,ID: 25647199,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/falta-de-profissionalismo_ku3zxgR7xIrn5gwE/, Osasco - SP,"Estou desdo dia 23/03/2017 tentando contato com a empresa EMTU pelo telefone 08007240555, todas as vezes da como ocupado ou uma mensagem gradava informa que todos os atendentes estão ocupado, a quase um mês é impossível ficar deste jeito. Tentado contato em todos os horários entre as 07h até as 19h e nada, feito formulário eletrônico também no mesmo dia e ainda nada, isso para solucionar um problema que foi erro na emissão do cartão para qual ônibus seria.",Falta de profissionalismo.
 19/04/17 às 09h43,ID: 25642015,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/linha-147-descaso-com-o-passageiro_OO0PXrNOPgCRu_Yt/, São Bernardo do Campo - SP,"A linha 147 SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC)/ SAO BERNARDO DO CAMPO (JARDIM LAURA), é um grande descaso com o passageiro!De acordo com os horários disponibilizados no site o tempo de intervalo de saída de cada ônibus é de 25 minutos, o que já é um absurdo considerando o longo trajeto de uma ponto final ao outo, porém o intervalo de espera no ponto de ônibus tem sido bem superior a isso, em média de 45 a 50 minutos dependendo do dia/horário. Os ônibus que saem do terminal até o horário das 6:45 conseguem fazer o percurso dentro da média de tempo, já que o transito está mais tranquilo principalmente na região da Estrada das Lagrimas (SCS), porém os carros que saem após este horário (o próximo seria as 7:10hrs) chegam a ficar parados por mais de meia hora neste local o que gera um grande atraso, ou seja, ou você tem que sair muito mais cedo para pegar o ônibus que sai mais cedo do terminal ou chega atrasada no destino por que o próximo demora mais de 45 minutos para passar.Aumentaram o valor do passagem para R$5,40, porém a qualidade está cada dia pior. O telefone 0800 724 05 55 também não funciona, fiquei 1:30hr tentando ligar e não completa a ligação ou quando funciona informam que todos atendentes estão ocupados.",Linha 147 Descaso com o passageiro
 19/04/17 às 08h44,ID: 25640323,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/onibus-lotado_PPMbHiPyeURJdPUY/, São Paulo - SP,"Desde o dia 17 de abril, a empresa colocou o método de ônibus lotado, onde ao atingir a capacidade total de pessoas sentadas o ônibus passa direto em todos os pontos!Uma falta de respeito, tendo em vista que os ônibus ja saem lotados do terminal e não para em nenhum ponto da Raposo, ja´que colocaram esse método, deveriam colocar mais ônibus em circulação e colocar um que saisse vazio do terminal para atender aos usuários que pegam nos pontos!Imagina só o caos se todos os ônibus resolvessem fazer isso... Que falta de respeito com os trabalhadores !!!!",ÔNIBUS LOTADO
 18/04/17 às 22h18,ID: 25636521,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/enganacao-pura_X5mIUUtLzzhpWQHf/, Poá - SP,"Venho aqui expressar minha indignaçao, fiz a solicitaçao do cartao escolar paguei o boleto com um valor ABSURDO, o mesmo veio depois de UM MES com meia tarifa apos isso fiz o pedido do passe livre ja que tenho direito, fiz a solicitaçao pela faculdade, ja entreguei a declaraçao na propria faculdade de baixa renda e quando vou dar continuidade pede a mesma coisa que ja foi entregue. Na instituiçao fui informada que eu teria que efetuar o pagamento do passe livre e depois a empresa iria me reembolsar mas agora nao consigo solicitar o passe livre porque pede documentos que nao tenho, e a declaraçao ja foi entregue na faculdade ou seja voce é totalmente enganado, o valor da passagem é um absurdo, voce é estudante desempregado e nao consegue solicitar uma coisa que é direito seu. ISSO É UM ABSURDO, DESRESPEITO TOTAL COM O CONSUMIDOR.E ai, o que esse lixo de empresa vo me diz???Aguardo retorno!",ENGANAÇAO PURA!
 18/04/17 às 19h30,ID: 25632601,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/cartao-bom-de-estudante-desconto_JZnSDMK--1bXPozD/, São Bernardo do Campo - SP,"No dia 15.02.17 foi solicitado na Faculdade Anhembi Morumbi o cartão para desconto na linha de ônibus Urubupungax osascoxSão Bernardo, até agora minha filha não recebeu a carteirinha. Já mandei e-mail e não obtive resposta.",Cartão BOM de estudante desconto
 18/04/17 às 17h15,ID: 25628933,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/demora-na-analise-de-documentos_m3vQWD9o8fNfg3Gs/, Barueri - SP,"Sou aluna com direito a passe livre, estou desde o começo do ano tentando fazer o cartão escolar passe livre e SEMPRE há um erro no cadastro. Primeiro com o número da chave do prouni que demorou um século para ser atualizado, depois que consegui dar entrada no processo, paguei o boleto solicitado e aguardei até dar baixa. Solicitaram que eu enviasse uma documentação (cópia do contrato prouni e comprovante de endereço), enviei e esperei o prazo de análise (15 dias para analisarem uma simples documentação). Acontece que reprovaram o primeiro comprovante porque tinha que mandar o verso também. Enviei uma segunda documentação e reprovaram porque não estava ilegível segundo eles (o que se desse um pouco de zoom conseguiria ver a imagem perfeitamente assim como consegui em vários com[Editado pelo Reclame Aqui]dores diferentes). Para enviar a imagem eles aceitam apenas em jpeg e com o tamanho de 500kb, quando convertemos a imagem para se enquadrar no tamanho permitido obviamente ela perde um pouco da qualidade, e quando enviada pedem para que envie com uma qualidade melhor sendo que o site NÃO ACEITA uma imagem com qualidade melhor. Enviei um comprovante pela terceira vez para análise (cada análise com o prazo de 15 dias), todos os dias que eu estou tirando o valor da passagem do meu bolso desde o começo do ano, mesmo sem ter condição e com direito ao passe livre. Parece que a empresa está com desculpa para não aceitar a documentação e liberarem o uso do cartão. Isso é um descaso muito grande com o estudante. Quero só ver qual é a próxima desculpa!",Demora na análise de documentos.
 18/04/17 às 15h21,ID: 25624979,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/fiscal_R_ZRLGcf91Dj-eLI/, Arujá - SP,"Olá! boa tarde! sou moradora da cidade de Arujá, porem utilizo o ônibus da linha emtu 348- são bento. Porem esta tendo atraso muito longos do ônibus, e segundo o motorista é porque o fiscal segura ônibus para haver lotação nele, porém ontem dia 17/04/2017 ônibus do horário das 17:10 foi passar as 18:15, isso não é certo, e não é a primeira, nem a segunda vez que acontece, por favor verifica o ocorrido, pois as outras linhas tem ônibus a vontade, e porque a nossa não tem? só queria entender, para não ter mais problemas, pois dependo desse transporte. Muito obrigada pela atenção.",FISCAL
 18/04/17 às 12h06,ID: 25617847,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/revalidacao-do-passe-livre_IR_nMZ2vQlSt28Xu/, Embu - SP,"Venho buscando contato incessante com a empresa EMTU para tentar solucionar meu problema, porém os mesmos me responderam apenas uma vez não solucionando meu caso e agora busquei contato via formulário nos dias 12/04/2017 e 17/04/2017 e não obtive nenhuma resposta, a central dos mesmos contida no site com o seguinte telefone 08007240555 não atende e o 08007711800 informam que não tratam esses problemas.O que acontece?Consta o pagamento do meu boleto de aquisição do passe livre no site dos mesmos desde o dia 17/03/2017 e a empresa se posiciona no site solicitando o aguarde de 15 dias úteis para liberação do benefício. Porém hoje já fazem 23 dias úteis passados e o benefício não consta liberado para que eu possa utilizar e ainda assim como citado não consigo contato com os mesmos.Escrevo para tentar resolver meu caso porque já percebi que pelos meios normais não esta funcionando.",Revalidação do Passe Livre
 18/04/17 às 11h52,ID: 25617239,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/nao-liberam-o-passe-livre-e-nem-o-meia-tarifa_aFgW6U3QqU0QpBiR/, Arujá - SP,"Sou estudante da Uninove, estou desempregado e solicitei o passe livre através do site da EMTU, entreguei a documentação exigida na faculdade, logo após a confirmação no site, a EMTU começou a solicitar novamente os documentos de renda e comprovante de endereço, já encaminhei várias vezes pelo site, e logo após a análise solicitam novamente o mesmo documento encaminhado anteriormente, não explicam o que está errado, não atendem no 0800, não sabem informar no chat, não dão outra opção para entrega de documento, não informam sobre o meia tarifa, pois eu tenho direito ao passe livre, mas enrolam tanto que preciso de uma resposta, nem que seja o meia tarifa, já estou gastando todo o meu FGTS e seguro desemprego pagando as mensalidades da faculdade e a passagem de R$6,60 ida e volta no total de R$13,30 por dia, por favor entrem em contato comigo urgente, não restou nenhuma alternativa a não ser reclamar do péssimo atendimento de vocês, pois é uma falta de respeito com os consumidores, o 0800 só chama ou está ocupado, fui na loja do BOM em Arujá e não souberam informar nada falam que é só pelo site mas o site também não dá nenhum suporte, quando solicitam os documentos não são claros, pedem para encaminhar com 500 kb e a imagem não é nítida e aí solicitam o documento novamente, estou desempregado, assim como minha esposa, já encaminhei a cópia da carteira de trabalho minha, da minha esposa e até da minha mãe sendo que ela nem mora comigo e já enviei a cópia da carteira de trabalho dela  que não trabalha desde 2001 e solicitaram novamente a comprovação de renda dela, só porque a conta de luz está no nome dela, aí eu me pergunto o que mais vocês querem que eu comprove ? Procurem os nossos CPFs no ministério do trabalho, pesquisem, e deem uma resposta conclusiva, já faz mais de um mês que estou na tentativa de resolver esse problema, aguardo a resposta e contato da EMTU.",Não liberam o passe livre e nem o meia tarifa
 18/04/17 às 08h49,ID: 25609845,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/demora-passe-livre-escolar_yfKJOpMtB51_pYoS/, Santo André - SP,"Desde o final do mês de janeiro/2017 estou tentando fazer a revalidação do meu cartão BOM passe-livre. Neste semestre os requisitos mudaram, solicitaram vários comprovantes, tais como de endereço, RG, declaração de próprio punho de terceiro que resida na mesma casa que eu. Enviei todos conforme solicitado, porém os mesmos não foram aceitos. Cheguei a enviar RG do meu pai e declaração de próprio punho dele, que também deu como inválido. O problema é que a taxa de revalidação no valor de R$19,25 já foi paga em janeiro e agora o site pede para que seja enviado o RG e declaração de próprio punho em nome do meu avô, o mesmo é falecido há 26 anos. Gostaria de saber como procedo, pois o telefone 0800 724 0555 dá sempre como ocupado, portanto fico sem informação alguma. Solicito a maior brevidade em resolver isto pois não tenho condições financeiras para arcar com as tarifas todos os dias.",DEMORA - PASSE LIVRE ESCOLAR
 18/04/17 às 07h34,ID: 25608639,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/revalidacao-de-passe_wWNk8ZRXqaWnBZQS/, Itaquaquecetuba - SP,"solicitei a revalidação do passe livre e paguei a taxa no dia 09/03/2017 o prazo de revalidação são 15 dias úteis , venceu o prazo e não conseguir resolver nem reclamando pelo canal da empresa , tentei o sac e fui ao posto de atendimento da empresa e fui comunicada que teria que esperar a liberação pelo site, por fim durante esse tempo todo não consigo preencher a declaração de renda pela internet, errei na hora de preencher e o sistema não permite que seja corrigido. já não sei o que fazer por que todas as formas de contato tentei.  atendo ao requisito de baixa renda para obter direito ao passe livre , pois minha renda é inferior ao salário e meio.  Espero que através deste canal de reclamação possa resolver este problema .  aguardo retorno.   obrigada!",revalidação de passe
 17/04/17 às 23h35,ID: 25606811,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/procurando-solucao-para-solicitacao-indeferida-do-passe-livre_eCfnRljsQFi0ydN7/, Guarulhos - SP,"sou universitária estou tentando regularizar meu passe livre estudante, eu tive problemas ao entrar em contato com a ouvidoria da emtu tanto pelo telefone como por  protocolo nº 482698 de 29/03/2017 17:36:01, no telefone ninguém atende você tenta o dia e e protocolo ate hoje não foi respondido estou usando dinheiro para minha condução porque não consegui meu direito como universitária.",procurando solução para solicitação indeferida do passe livre
 17/04/17 às 12h36,ID: 25586469,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/nao-dao-uma-resposta_GSKvaed4CcPjeFLd/, Arujá - SP,"Eu revalidei meu cartão escolar e enviei a documentação necessária em que o comprovante de endereço foi recusado, mas o site não da a opção para enviar outro documento como comprovante de endereço. Estou com essa situação desde o dia 04/04/2017 eu pedi a revalidação no dia 12/02/2017 quando iniciei as aulas. Ja tentei entrar em contato com a empresa e não me dão nenhuma resposta é a segunda vez que faço a reclamação aqui porque a primeira nao me responderam.",Não dão uma resposta
 17/04/17 às 08h49,ID: 25577355,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/contato-com-a-empresa-e-impossivel_rAqA4MwACw6yGtoR/, Itapevi - SP,"Fui recarregar meu bilhete escolar no início do mês de Abril, e ao chegar lá a atendente disse que meu cartão estava bloqueado. Fiquei sem entender, uma vez que na minha cabeça eu já havia feito a renovação no início do ano. Então entrei no site, fiz todo o procedimento descrito de preenchimento de dados, pagamento de boleto e envio de comprovante no nome dos pais ou responsável, conforme estava descrito lá. No entanto, alguns dias depois apareceu um status no site dizendo que o comprovante não foi aprovado, simples assim, sem explicação nenhuma. Em seguida tinha um campo pra recorrer sobre o porquê da não aprovação, mas que teria que aguardar uns 15 dias úteis se eu não me engano para a resposta. Aí vem a questão, nesse tempo eu serei reembolsado por essa espera? Tudo muito mal explicado e esclarecido na EMTU, e outra indignação minha fica por conta da falta de possibilidade de contato com a empresa, visto que o telefone 08007240555 não funciona, não importa o dia e horário que ligue, jamais serei atendido!",Contato com a empresa é impossível!
 17/04/17 às 01h35,ID: 25575863,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/atraso-de-mais-de-2-meses-na-revalidacao-do-cartao-bom-escolar_W9AFfW3t22fUglX_/, Diadema - SP,"Estou a 2 meses tentando revalidar meu cartão e estão negando a minha revalidação do cartão bom escolar, estou desempregado  a meses e desde de  fevereiro até agora enviando fotos de arquivos toda semana e empresa reprova sendo que estou desempregado, enviei todos os documentos e sempre a empresa inventa que tal documento esta REPROVADO, se eu não dependesse deste beneficio jamais iria atrás dele, estou tendo prejuízos chego a faltar nas aulas por causa desta injustiça.O que esta empresa acha que um desempregado com filhos tem condições de se locomover em um pais deste????Indignado....",Atraso de mais de 2 meses na  revalidação  do cartão Bom Escolar!!!!
 16/04/17 às 17h39,ID: 25571495,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/dificultam-o-processo-de-revalidacao-do-passe-livre-estudantil__aYZW8L1nv7KlUQh/, Sorocaba - SP,"Estou há mais de um mês em uma verdadeira saga tentando revalidar o meu passe livre. Primeiramente os documentos foram aprovados no sistema online da empresa, o qual faz a análise para revalidação. Apenas o meu comprovante de endereço que havia um problema por ser um boleto, e a empresa só aceitava contas de consumo (água, luz, telefone). Logo após ver o resultado da análise enviei outro comprovante, correspondente às exigências da empresa. Agora consta como todos os documentos reprovados por Trajeto incompatível com a linha solicitada. Inclusive os documentos que outrora foram aprovados.A única opção que me aparece é que eu reenvie outros documentos, mas não consigo entender o que o holerite da minha mãe ou a minha carteira de trabalho (documentos que a empresa exige que eu envie para comprovar que tenho direito ao passe livre) têm a ver com o trajeto a ponto de terem sido reprovados. Não sei o que essa análise significa. Não tenho o quê reenviar. Mesmo que eu reenvie outro holerite da minha mãe, o valor constará o mesmo. Ainda que eu envie outra foto da carteira de trabalho, o conteúdo continuará igual. Nada têm a ver com trajeto.A empresa dificulta. chego a pensa que de propósito, a revalidação dos estudantes. Enquanto isso pagamos valores absurdos por um serviço que sequer é bom e somos privados de um direito nosso.Na minha universidade (UNIFESP) diversos estudantes estão tendo problemas. Um mais sem pé nem cabeça que o outro. Ouvi história de gêmeos que enviaram os mesmos documentos, exceto obviamente os pessoais, e um foi aprovado  e o outro não. Assim, sem mais nem menos. Sem uma explicação mais clara ou suporte competente.",Dificultam o processo de revalidação do passe livre estudantil
 15/04/17 às 17h31,ID: 25563619,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/morosidade-e-descaso_9Q3mj9EiDkW5CIqZ/, Itapevi - SP,"Venho aqui divulgar minha insatisfação com esta empresa no qual aguardo meu passe livre já pago, já aprovado pela faculdade, já enviado comprovante de endereço e de minha bolsa atualizados e continuam informando pelo site que há documentos incorretos e que preciso enviar de novo. No campo comprovante de endereco existe a opção de documentos em nome próprio ou dos pais. Enviei atualizado e no nome de minha mãe não sei o que acontece nesse sistema de vocês. Mas estou sendo extremamente prejudicada e paguei meu boleto dia 1 de fevereiro e estou até o momento sem o benefício.",Morosidade e descaso
 15/04/17 às 14h56,ID: 25561957,https://www.reclameaqui.com.br/empresa-metropolitana-de-transportes-urbanos-emtu-sao-paulo/onibus-linha-600-de-indaiatuba-a-campinas_Oj283XYEadYCr4cW/, Indaiatuba - SP,"Péssimo trajeto. Ônibus caro. Sujo.  Fica muito tempo parado em um ponto de alto risco em Campinas, sem necessidade de permanecer parado durante 10 minutos para depois ir a rodoviária  de Campinas. Com esse caminho para chegar a rodoviária de Campinas o passageiro permanece 1 hora ou mais de uma hora até o ponto final.",Ônibus Linha 600 de Indaiatuba  a Campinas
